time,Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,O2
3.8945,2.196,23.462,4.331,9.546,6.512,24.070,1.490,-28.547,-5.076,32.768,-6.694,47.522,3.537,-12.364,7.950,-20.957,2.800,14.498,-32.506
3.8984,2.312,32.569,-3.927,0.801,1.766,28.922,1.790,-21.639,-10.279,29.012,-8.068,45.813,5.237,-9.680,-2.268,-14.333,5.009,7.038,-37.144
3.9023,2.517,34.816,-13.029,-8.896,-4.241,26.240,-0.054,-20.265,-13.937,23.484,-2.673,39.580,4.325,-10.310,-12.131,-10.451,9.337,0.126,-40.555
3.9062,5.731,38.151,-14.647,-17.401,-10.743,25.229,-1.666,-15.457,-16.778,18.952,-1.445,34.093,5.740,-5.306,-18.589,-2.667,9.109,-5.450,-39.278
3.9102,8.741,42.223,-17.859,-26.988,-16.881,23.695,-3.300,-17.087,-19.088,14.976,2.019,28.260,6.854,-4.174,-22.938,1.652,13.140,-10.464,-34.366
3.9141,9.081,42.653,-20.174,-28.199,-23.164,18.201,-0.513,-15.996,-16.555,12.768,3.321,21.832,10.777,-0.055,-18.138,4.795,14.795,-15.199,-30.404
3.9180,7.979,44.084,-22.989,-30.266,-26.748,17.523,1.708,-14.223,-14.048,9.175,4.949,17.663,10.654,-0.270,-16.006,10.189,16.526,-18.260,-27.729
3.9219,1.540,40.028,-25.116,-30.610,-25.857,13.892,2.401,-5.933,-7.663,1.733,7.906,15.468,5.878,3.881,-13.246,15.004,12.434,-20.763,-19.997
3.9258,-4.444,30.378,-28.116,-31.792,-25.816,15.043,4.759,-0.345,-0.480,-2.478,7.134,7.954,4.060,7.370,-13.553,16.249,7.691,-19.145,-14.365
3.9297,-10.597,21.614,-26.741,-34.659,-21.068,10.586,4.629,6.373,4.738,-7.559,8.619,1.137,-2.832,9.025,-13.491,14.223,5.610,-19.943,-7.249
3.9336,-11.801,14.370,-25.606,-37.104,-15.594,7.786,4.740,9.239,5.134,-14.237,7.432,-4.216,-8.059,7.377,-8.947,9.955,1.093,-17.233,-0.103
3.9375,-13.991,9.330,-22.473,-37.030,-6.998,4.287,3.305,7.177,8.183,-20.147,9.295,-13.753,-15.292,5.937,-1.263,2.108,-0.716,-18.513,10.723
3.9414,-11.892,-0.408,-19.074,-33.208,-0.258,-1.293,3.345,7.862,8.693,-23.018,6.649,-15.972,-14.878,5.538,5.878,-2.983,-3.337,-14.171,19.174
3.9453,-12.375,-9.103,-14.939,-27.214,10.563,-7.902,0.492,7.325,11.757,-23.784,9.940,-18.552,-14.426,5.614,14.389,-9.131,-9.612,-9.358,24.770
3.9492,-12.598,-16.880,-8.971,-22.015,14.901,-13.485,-5.397,11.141,16.458,-19.682,7.011,-19.026,-8.486,5.043,20.936,-17.364,-14.606,1.386,28.590
3.9531,-13.782,-27.393,-0.827,-13.361,20.417,-15.684,-8.978,13.134,18.158,-17.987,1.899,-19.749,-5.949,5.153,29.730,-22.842,-20.469,8.919,30.416
3.9570,-16.027,-33.246,4.094,-5.117,25.555,-15.686,-10.729,10.356,18.887,-16.702,-3.708,-16.246,-5.261,4.534,34.393,-27.282,-23.125,12.469,26.771
3.9609,-15.107,-32.292,10.387,2.048,30.144,-14.343,-10.408,7.573,21.926,-17.315,-11.081,-15.874,-2.324,4.495,37.603,-32.043,-19.677,14.321,24.275
3.9648,-16.641,-28.050,12.668,10.367,35.387,-7.025,-5.517,3.505,17.985,-15.943,-16.567,-18.329,-1.258,2.667,40.830,-34.119,-17.854,17.503,17.818
3.9688,-15.623,-25.512,15.225,17.432,34.845,-4.422,-3.643,0.820,15.360,-15.879,-22.374,-18.423,3.878,0.253,39.940,-35.607,-11.288,18.875,11.242
3.9727,-15.300,-25.130,17.613,22.320,36.127,-1.677,-2.402,1.563,10.173,-16.986,-25.276,-20.234,7.915,0.136,36.119,-33.070,-9.641,25.178,4.112
3.9766,-14.811,-19.421,17.095,23.365,33.896,1.312,-1.531,4.748,4.584,-12.958,-21.507,-17.436,9.212,-2.532,29.856,-29.405,-7.714,27.121,-0.672
3.9805,-11.766,-17.418,21.430,25.286,24.572,5.911,4.021,3.552,-3.493,-9.358,-22.325,-15.176,16.423,-3.551,25.043,-26.417,-2.325,26.052,-5.403
3.9844,-11.135,-9.636,22.090,23.977,16.683,10.514,8.700,1.543,-9.529,-4.555,-18.820,-10.647,23.235,-0.771,22.160,-17.593,0.579,20.155,-7.466
3.9883,-8.083,1.691,18.040,24.406,7.414,13.523,12.333,3.831,-13.744,-4.356,-17.202,-5.072,27.428,-3.309,16.991,-9.578,10.193,12.233,-11.167
3.9922,-3.683,7.786,16.604,27.555,-3.983,11.777,12.697,4.972,-17.890,-4.458,-13.301,-3.551,33.500,-1.227,12.933,-2.043,16.438,6.047,-15.527
3.9961,-0.917,17.674,12.985,27.693,-11.294,11.236,15.059,8.927,-24.169,-4.782,-10.000,-3.192,38.967,-3.193,9.606,7.452,23.344,2.716,-16.037
4.0000,6.394,20.815,12.128,23.855,-16.622,9.126,16.346,10.815,-28.268,-8.570,-4.066,-2.198,38.637,-2.944,6.891,15.592,25.613,1.547,-16.851
4.0039,10.978,28.110,9.406,15.413,-23.681,10.567,19.818,8.441,-30.236,-10.708,-1.479,-2.704,35.631,-2.588,4.443,17.494,24.556,-3.999,-17.409
4.0078,15.675,30.527,6.951,7.656,-27.918,7.223,24.905,8.239,-33.829,-11.577,3.321,0.467,28.526,0.277,-0.347,24.657,23.185,-10.648,-12.317
4.0117,22.149,36.169,5.754,-7.263,-28.186,-0.385,30.558,10.332,-33.902,-11.855,8.911,-1.017,23.978,4.341,-5.386,26.117,19.566,-18.917,-10.738
4.0156,27.456,37.069,2.154,-15.383,-31.695,-2.654,31.708,12.575,-28.964,-7.930,15.125,-1.208,21.490,3.903,-11.908,32.052,19.501,-26.627,-7.462
4.0195,33.550,33.038,-2.649,-23.065,-29.500,-8.304,30.268,16.192,-20.701,-6.516,18.596,-3.944,19.942,5.611,-16.219,30.684,13.264,-29.454,-7.379
4.0234,34.989,31.150,-1.621,-25.627,-30.301,-13.901,24.862,17.422,-10.485,-5.602,19.415,-7.343,13.861,5.150,-14.633,32.203,7.416,-26.944,-3.469
4.0273,37.440,24.901,0.707,-25.799,-30.331,-18.308,23.925,15.009,0.315,-3.368,17.890,-11.448,7.656,3.178,-12.480,25.550,1.309,-26.835,1.804
4.0312,33.399,19.565,0.969,-28.965,-29.372,-22.733,24.952,16.048,4.334,-2.966,19.072,-14.575,0.467,4.012,-9.247,22.039,-6.145,-22.453,12.362
4.0352,28.653,15.360,1.289,-27.865,-27.169,-24.447,21.023,12.967,11.197,-1.086,17.107,-13.067,-6.776,0.456,-6.717,15.767,-10.723,-17.069,19.039
4.0391,21.698,6.422,1.776,-29.058,-16.772,-26.543,12.935,14.389,17.071,0.991,17.312,-10.596,-12.885,4.121,-4.343,9.865,-14.179,-11.381,19.197
4.0430,12.502,0.422,-1.126,-26.749,-5.274,-26.603,4.467,16.678,23.859,6.619,14.009,-10.055,-14.186,3.751,-4.332,2.160,-22.251,-8.160,23.366
4.0469,4.859,-4.757,-0.573,-21.091,6.084,-24.461,-4.319,15.491,26.990,14.682,8.704,-6.783,-15.951,4.280,0.810,-2.981,-28.875,3.400,22.805
4.0508,-3.015,-12.046,2.154,-13.530,9.456,-21.033,-13.331,9.819,29.929,20.472,2.912,-2.106,-17.384,2.783,3.815,-10.271,-34.757,9.192,21.170
4.0547,-10.573,-14.408,2.178,-6.687,9.918,-19.166,-14.107,2.075,31.674,22.553,-3.345,-3.551,-17.143,3.810,8.783,-12.966,-33.339,17.298,19.735
4.0586,-18.236,-16.259,2.056,-1.908,7.410,-14.559,-16.809,-3.594,27.524,27.344,-7.630,0.382,-20.822,1.130,12.071,-16.201,-31.269,24.044,20.572
4.0625,-23.317,-18.624,-0.633,-0.969,4.738,-11.073,-20.852,-8.541,22.341,28.802,-13.019,4.513,-18.805,0.206,12.683,-13.669,-27.599,28.134,16.499
4.0664,-28.639,-14.054,-2.987,1.971,2.570,-3.133,-20.724,-13.705,14.630,33.330,-15.468,7.797,-14.554,0.903,12.386,-12.372,-21.424,31.669,12.411
4.0703,-30.869,-12.583,-6.671,9.950,2.134,1.434,-24.155,-14.113,2.318,32.009,-17.036,11.856,-9.063,0.260,14.308,-8.072,-20.372,32.288,9.029
4.0742,-31.036,-7.170,-10.186,16.756,4.270,7.384,-24.626,-16.416,-3.194,30.276,-21.719,16.005,-4.964,-1.876,11.071,-5.075,-17.470,28.715,4.596
4.0781,-33.656,-2.611,-9.499,23.247,1.366,16.862,-23.000,-20.230,-13.643,27.264,-20.167,19.040,-1.976,-1.905,10.713,-2.551,-7.520,26.671,0.409
4.0820,-39.265,1.547,-13.495,28.925,-0.641,21.417,-17.417,-19.914,-17.474,25.447,-19.334,19.502,0.800,-3.675,-0.224,1.304,-0.718,22.981,-4.060
4.0859,-39.473,10.691,-13.581,27.398,-7.369,29.837,-16.977,-25.636,-27.457,18.942,-11.266,19.997,3.718,-3.775,-10.658,3.757,13.216,20.086,-4.688
4.0898,-37.027,16.575,-14.576,25.534,-13.003,35.222,-13.454,-28.833,-35.182,12.921,-6.327,20.068,5.995,-3.755,-20.027,7.974,24.080,19.253,-12.074
4.0938,-30.280,26.565,-14.068,17.542,-17.543,41.372,-9.815,-29.316,-45.245,4.030,-1.211,22.554,10.200,-0.247,-29.015,13.973,30.227,14.556,-13.785
4.0977,-20.944,30.763,-15.181,13.904,-20.232,43.032,0.623,-26.190,-54.832,-3.295,0.500,19.360,12.619,3.577,-36.123,17.589,33.789,6.859,-19.845
4.1016,-9.580,30.817,-11.587,11.770,-17.734,43.339,9.093,-22.476,-59.308,-12.383,4.013,21.037,14.143,1.063,-40.326,24.476,38.426,0.106,-19.048
4.1055,-1.376,32.651,-11.374,4.997,-18.078,38.881,15.942,-20.115,-61.581,-19.098,5.230,17.880,13.708,1.216,-43.301,25.730,42.957,-6.096,-21.048
4.1094,5.823,27.209,-8.098,0.776,-19.454,36.345,19.398,-14.808,-57.929,-28.658,9.197,11.997,14.982,-5.911,-45.461,23.235,45.781,-7.940,-17.279
4.1133,11.492,25.780,-3.749,-9.113,-16.117,33.074,22.731,-11.370,-51.578,-31.540,14.290,10.495,11.329,-10.089,-47.112,19.748,43.026,-9.130,-17.925
4.1172,20.760,23.424,-1.123,-22.471,-16.184,31.158,28.143,-11.905,-45.018,-35.450,18.233,10.818,10.709,-10.153,-46.017,15.018,36.744,-11.871,-14.450
4.1211,29.100,20.971,2.769,-33.876,-11.746,26.262,32.024,-12.972,-33.339,-37.269,19.772,10.493,5.236,-10.874,-40.732,11.512,30.988,-13.657,-12.737
4.1250,36.984,16.918,5.593,-39.628,-6.069,18.855,34.103,-11.195,-23.446,-40.335,19.280,8.435,0.457,-9.176,-32.794,6.714,21.551,-15.669,-9.664
4.1289,37.370,8.822,8.987,-46.098,0.935,9.402,31.848,-9.959,-9.757,-40.208,18.690,5.305,-3.623,-6.083,-25.349,1.680,11.409,-18.879,-7.615
4.1328,40.252,2.129,9.771,-49.478,6.811,3.907,29.513,-8.201,2.279,-32.443,19.890,2.128,-4.967,-6.631,-15.980,-3.949,5.213,-18.451,-10.087
4.1367,37.919,-1.608,6.927,-51.692,12.821,-2.254,23.759,-6.574,13.522,-24.245,21.972,-3.324,-7.220,-6.822,-10.377,-10.845,-2.500,-14.029,-8.143
4.1406,32.037,-7.402,5.693,-46.908,15.497,-3.665,19.305,-5.147,18.789,-16.451,17.497,-6.825,-4.668,-6.536,-2.900,-18.988,-12.831,-8.659,-7.605
4.1445,27.097,-9.278,2.922,-45.357,19.488,-2.967,16.809,-4.155,24.234,-8.762,13.970,-8.493,-4.822,-7.342,7.530,-28.251,-22.589,-4.678,-4.698
4.1484,22.160,-10.381,3.404,-37.703,20.711,-7.839,12.865,0.892,28.106,-1.737,6.529,-8.272,-2.045,-6.832,11.705,-35.557,-31.239,0.793,-0.065
4.1523,11.584,-10.517,0.805,-27.103,22.570,-13.132,12.249,0.448,29.999,6.562,2.549,-4.733,-1.457,-4.637,15.684,-42.078,-37.007,2.128,2.267
4.1562,3.718,-13.123,1.217,-21.525,24.759,-17.268,4.374,-1.714,32.351,16.647,1.340,-2.134,-2.385,-4.188,22.949,-44.317,-36.586,4.185,3.391
4.1602,-6.889,-12.363,-2.666,-10.858,25.878,-14.634,-1.650,-2.836,30.563,24.923,5.100,1.624,-0.807,-4.237,22.799,-43.257,-35.290,9.274,-0.848
4.1641,-12.226,-13.570,-6.236,-5.671,25.931,-12.324,-9.388,-8.837,27.797,31.993,3.131,2.670,2.362,-5.380,24.312,-38.564,-34.436,17.245,0.026
4.1680,-16.226,-14.302,-7.945,2.976,25.141,-8.939,-16.342,-8.457,24.954,39.156,2.921,5.015,4.334,-4.389,24.265,-28.974,-31.295,18.862,-3.448
4.1719,-18.367,-11.638,-12.143,11.493,22.845,-6.652,-13.804,-9.280,16.071,42.325,-1.918,6.549,4.186,-1.248,21.902,-20.693,-25.557,16.488,-0.533
4.1758,-19.726,-8.937,-13.007,18.720,17.914,-0.375,-14.539,-8.202,8.835,38.703,-3.781,5.247,6.243,0.103,15.348,-14.416,-17.545,10.306,-1.063
4.1797,-19.244,-4.584,-13.220,29.406,10.759,1.032,-13.098,-7.420,-0.045,36.042,-5.089,3.705,8.592,2.796,7.881,-9.050,-10.407,3.811,-2.768
4.1836,-17.393,-0.375,-13.055,40.442,3.724,6.499,-10.109,-10.188,-5.311,31.505,-0.734,6.587,10.033,1.918,5.704,-0.077,-2.239,-5.715,-8.054
4.1875,-16.376,2.439,-12.570,45.496,2.247,9.229,-7.959,-8.928,-9.990,25.878,2.379,8.436,9.040,4.354,1.384,6.213,2.850,-8.096,-5.342
4.1914,-12.455,2.494,-11.807,51.960,-0.293,9.485,-5.465,-10.594,-14.662,21.652,5.710,7.680,11.999,6.438,-1.453,17.037,11.301,-11.383,-6.456
4.1953,-5.758,3.184,-6.249,50.523,-2.981,2.256,-0.227,-13.294,-13.873,14.763,3.469,5.500,9.506,10.692,-2.648,28.439,19.248,-16.810,-3.849
4.1992,2.527,1.457,-3.535,48.730,-5.248,-2.266,2.557,-12.037,-17.550,7.434,-0.413,5.553,7.142,16.712,-9.539,34.970,23.362,-20.571,-3.417
4.2031,10.712,-0.485,-3.474,44.410,-11.033,-6.075,5.860,-14.930,-16.359,-1.871,-2.395,1.725,8.419,19.890,-15.419,39.730,29.566,-25.192,-1.476
4.2070,19.176,0.231,0.565,36.018,-18.728,-10.532,5.192,-20.438,-17.901,-9.634,0.716,-3.749,6.792,19.444,-21.992,40.730,34.516,-27.921,-3.580
4.2109,24.655,-1.571,3.389,30.600,-24.631,-8.982,6.771,-18.930,-16.821,-16.012,3.415,-9.845,4.630,20.736,-24.134,39.978,33.502,-28.598,-5.297
4.2148,34.919,-5.726,5.884,21.123,-25.686,-8.146,6.338,-14.807,-13.161,-20.215,5.387,-10.430,4.911,18.390,-23.983,35.597,32.180,-25.639,-4.221
4.2188,40.531,-6.018,11.405,13.743,-22.768,-14.672,9.574,-11.349,-4.376,-27.422,5.990,-11.290,2.123,18.301,-24.758,35.404,28.724,-23.104,-0.285
4.2227,48.038,-9.793,16.020,4.750,-19.898,-21.230,9.987,-8.987,8.032,-27.380,2.396,-13.591,-2.803,15.583,-18.352,31.765,25.278,-22.172,0.634
4.2266,50.019,-9.896,17.964,-3.384,-19.139,-26.146,9.050,-3.562,18.973,-25.974,2.341,-10.449,-4.748,16.962,-12.324,24.161,17.486,-17.345,4.979
4.2305,51.723,-4.715,21.786,-8.802,-17.027,-30.490,3.697,-3.169,31.366,-24.270,-2.350,-8.352,-5.803,15.372,-7.462,18.917,10.694,-12.803,3.287
4.2344,47.150,-1.915,25.397,-15.965,-17.751,-28.650,-2.986,0.844,36.354,-17.338,-5.620,-8.303,-7.417,11.701,0.901,9.774,7.153,-8.325,5.237
4.2383,38.889,1.127,27.247,-22.234,-19.336,-27.138,-7.004,3.851,39.816,-12.570,-6.446,-5.977,-3.633,6.870,6.977,7.043,-0.579,-2.411,6.841
4.2422,30.847,3.325,25.826,-24.660,-15.050,-23.483,-11.847,8.685,38.356,-7.768,-5.103,-2.603,-4.190,2.019,14.170,-0.222,-9.355,2.187,11.785
4.2461,19.658,8.466,20.759,-28.761,-11.168,-21.984,-16.493,11.357,37.271,-2.645,-6.992,1.288,-3.994,-3.252,14.893,-3.296,-18.572,6.292,18.971
4.2500,9.155,15.256,16.710,-30.751,-9.260,-18.859,-23.671,9.567,33.786,-1.322,-4.832,7.897,-2.937,-7.319,19.018,-12.102,-28.206,13.930,21.965
4.2539,-1.449,18.744,14.167,-30.033,-4.084,-15.199,-30.896,9.619,28.326,7.026,-3.525,12.499,-0.164,-13.255,22.598,-19.355,-33.959,17.573,20.982
4.2578,-12.171,23.719,10.866,-29.158,-4.699,-13.754,-33.357,8.580,24.320,14.475,0.505,19.571,2.742,-19.723,27.964,-24.795,-34.038,22.366,18.726
4.2617,-23.348,26.223,5.206,-24.112,-4.446,-7.498,-38.100,8.044,14.004,19.689,3.350,19.845,2.769,-22.595,30.164,-24.350,-32.942,22.090,18.405
4.2656,-37.503,30.783,3.724,-18.252,-3.349,-1.862,-38.288,8.779,5.570,20.332,2.792,21.870,1.007,-24.105,29.551,-20.722,-32.718,18.652,18.062
4.2695,-44.943,33.948,-3.034,-7.400,-2.376,5.475,-40.402,8.705,-5.284,20.192,5.304,23.100,-2.870,-26.405,27.177,-12.814,-28.750,18.275,17.506
4.2734,-51.437,40.614,-7.243,1.487,-1.616,10.691,-41.712,10.176,-15.480,13.931,7.145,25.547,-5.507,-29.623,16.158,-10.968,-25.695,17.918,20.608
4.2773,-51.520,43.031,-10.008,4.950,-0.420,15.102,-40.824,12.109,-27.575,8.327,10.395,26.394,-7.784,-28.042,8.710,-4.213,-19.428,14.787,19.253
4.2812,-51.275,43.743,-15.547,9.957,-0.918,16.270,-34.423,12.312,-38.804,3.339,12.372,23.914,-6.604,-31.549,-1.125,-0.371,-11.125,11.379,19.265
4.2852,-43.930,38.531,-21.398,17.028,-1.858,19.433,-29.400,10.873,-44.074,-4.242,17.059,18.259,-8.711,-31.114,-9.227,3.946,0.439,8.370,21.173
4.2891,-41.053,32.028,-21.455,21.495,0.093,20.204,-18.458,8.525,-46.044,-13.823,22.318,12.100,-11.267,-30.661,-18.374,7.640,11.019,0.303,22.358
4.2930,-34.807,24.356,-23.395,26.498,0.661,18.887,-10.328,6.763,-48.228,-21.392,23.224,2.679,-14.339,-30.763,-23.218,13.483,16.880,-9.894,21.769
4.2969,-27.147,21.070,-17.922,29.990,-0.516,18.049,-8.505,2.464,-45.726,-28.577,28.543,-2.828,-20.279,-29.601,-27.983,15.948,22.113,-15.347,17.540
4.3008,-17.890,15.690,-13.891,30.026,-1.935,16.396,-2.991,0.651,-44.740,-33.050,29.848,-10.542,-24.218,-27.447,-28.025,15.232,24.836,-22.706,12.576
4.3047,-5.903,7.522,-7.283,27.606,0.286,10.168,1.672,2.325,-45.242,-39.298,28.732,-14.592,-24.808,-21.662,-28.644,17.785,29.555,-27.678,7.710
4.3086,2.613,-3.442,-0.382,22.468,2.235,8.677,6.236,2.358,-39.045,-44.662,24.479,-15.176,-22.717,-21.124,-25.513,17.803,34.293,-31.327,1.689
4.3125,11.743,-12.087,0.690,21.709,4.810,4.924,14.053,7.416,-25.810,-46.111,20.192,-19.266,-17.925,-16.627,-25.598,14.664,34.201,-32.319,-4.118
4.3164,19.276,-22.444,3.774,20.190,7.715,1.226,20.019,8.528,-10.763,-44.883,13.807,-23.773,-17.325,-13.097,-25.937,13.180,28.723,-32.574,-10.306
4.3203,21.947,-24.447,4.218,17.349,10.886,-4.550,26.583,7.266,6.066,-39.019,6.128,-31.625,-13.042,-10.456,-21.303,7.126,22.517,-28.885,-18.329
4.3242,29.253,-27.556,10.492,10.931,10.135,-5.645,29.060,7.084,20.796,-35.398,0.154,-33.976,-10.300,-7.679,-17.346,-2.856,13.462,-21.069,-26.502
4.3281,35.687,-28.568,14.628,4.796,11.500,-10.539,27.290,7.122,28.832,-28.980,-3.506,-37.592,-7.533,-1.006,-9.424,-9.012,8.721,-11.196,-32.289
4.3320,40.191,-29.409,22.548,2.000,11.917,-9.980,25.595,4.159,36.477,-20.902,-2.585,-36.084,-2.479,5.482,-2.868,-12.074,5.948,-5.328,-34.458
4.3359,37.883,-31.809,22.232,1.040,13.321,-7.271,22.057,4.859,41.903,-11.947,-5.252,-33.675,0.589,9.494,5.525,-18.025,-0.125,1.857,-36.101
4.3398,34.484,-30.094,19.814,0.597,18.234,-4.095,18.311,0.879,44.187,-0.921,-4.359,-26.744,8.158,16.786,10.474,-18.586,-5.428,7.303,-42.705
4.3438,27.570,-28.430,17.444,1.813,18.262,1.554,13.926,-0.382,49.710,5.766,-4.093,-22.164,12.416,19.694,12.957,-25.670,-14.269,10.177,-47.548
4.3477,16.905,-25.476,10.314,0.255,15.042,6.133,12.425,-1.790,48.443,15.918,-5.841,-13.723,15.198,20.595,14.778,-30.303,-21.349,10.325,-49.667
4.3516,8.703,-22.061,8.676,-3.852,12.584,9.087,7.111,0.874,46.420,23.388,-5.496,-5.551,17.987,20.411,16.446,-34.366,-23.747,13.493,-45.338
4.3555,4.561,-16.097,1.488,-6.359,9.322,10.274,-0.020,3.534,41.670,28.243,-4.728,0.030,24.513,14.378,17.148,-37.989,-27.096,12.882,-39.579
4.3594,-5.887,-9.626,-1.499,-3.890,7.676,13.817,-4.676,5.529,33.994,32.933,-2.480,7.506,25.946,12.108,13.301,-35.355,-29.577,10.848,-28.406
4.3633,-14.295,-4.344,-6.222,-1.490,2.881,18.100,-8.097,8.829,23.523,32.830,-0.632,13.435,26.641,10.306,12.488,-29.882,-31.267,7.308,-23.436
4.3672,-25.659,-0.110,-13.660,6.073,3.694,21.520,-12.219,8.085,8.135,29.043,1.664,18.605,27.901,9.260,7.945,-21.082,-35.162,6.522,-21.320
4.3711,-34.442,9.749,-19.992,12.785,4.988,23.856,-12.781,8.530,-2.233,27.960,7.214,27.170,22.535,8.889,5.395,-20.031,-34.609,4.466,-16.197
4.3750,-38.291,13.560,-24.519,16.218,5.588,22.159,-14.235,3.668,-15.419,22.380,8.601,30.588,20.155,10.072,-1.783,-14.723,-30.114,0.949,-9.735
4.3789,-39.906,16.253,-23.465,19.008,4.631,23.541,-13.205,2.299,-25.299,12.281,11.822,34.839,12.164,6.904,-3.109,-10.684,-20.208,-1.158,-2.717
4.3828,-39.098,14.608,-21.425,18.298,0.857,25.374,-14.232,-0.356,-29.617,5.242,17.135,39.196,6.971,6.214,-9.728,-1.637,-14.284,-4.940,10.161
4.3867,-37.043,14.094,-18.025,21.897,-2.373,28.770,-10.244,0.810,-33.078,-0.170,20.290,36.316,0.757,4.873,-14.374,6.463,-9.125,-12.390,16.401
4.3906,-35.368,8.347,-18.177,22.232,-6.612,30.443,-10.871,3.537,-33.383,-9.403,20.446,35.144,-2.442,1.685,-20.785,15.121,-8.532,-18.815,16.665
4.3945,-33.134,8.309,-17.110,24.158,-10.725,25.533,-8.504,0.282,-35.539,-16.575,20.926,29.410,-6.724,-2.621,-27.325,21.029,-3.352,-21.887,17.469
4.3984,-30.694,1.518,-11.460,21.384,-13.310,18.669,-8.769,0.249,-33.152,-24.508,17.695,23.306,-10.582,-2.040,-27.778,21.175,5.322,-21.500,16.906
4.4023,-20.981,-4.576,-4.032,15.419,-14.863,4.801,-6.128,-1.641,-27.834,-29.687,12.290,15.974,-14.401,-2.989,-31.135,22.457,15.421,-23.617,19.671
4.4062,-13.272,-7.340,6.815,10.296,-17.360,-2.723,-3.474,-0.388,-22.335,-29.695,8.392,9.222,-12.245,-2.711,-32.791,25.141,21.065,-22.417,22.773
4.4102,-1.660,-12.088,16.302,5.983,-13.179,-8.691,1.269,-0.994,-11.873,-28.772,3.016,5.157,-10.483,-6.902,-30.956,27.279,27.210,-17.555,24.234
4.4141,5.123,-15.901,24.462,3.679,-12.760,-10.273,4.132,0.909,-2.994,-23.574,-4.267,-1.049,-9.795,-5.898,-25.623,29.856,28.072,-16.642,21.858
4.4180,11.224,-17.919,26.942,0.892,-9.694,-16.169,5.571,4.520,6.620,-16.091,-11.506,-2.761,-9.416,-6.480,-18.584,29.367,26.156,-10.155,15.711
4.4219,15.584,-13.060,29.486,-4.073,-9.924,-21.006,5.378,3.985,20.604,-10.118,-17.830,-9.195,-3.960,-4.819,-13.311,28.799,26.099,-3.074,14.133
4.4258,20.161,-11.843,31.007,-12.307,-13.937,-31.578,6.158,5.085,30.268,-2.415,-19.717,-14.755,-0.506,-3.047,-7.044,23.754,23.307,2.329,8.450
4.4297,24.151,-6.941,32.690,-18.762,-19.368,-33.497,7.777,3.685,39.256,2.760,-24.253,-17.312,6.336,-2.098,-0.371,22.322,21.065,7.122,6.350
4.4336,28.756,-4.046,32.228,-25.679,-20.121,-34.820,6.145,5.021,45.900,11.764,-23.684,-19.406,12.926,-1.170,3.109,20.623,16.862,13.891,5.724
4.4375,28.293,-2.627,34.374,-27.220,-19.419,-35.227,6.598,3.677,43.521,24.345,-27.334,-18.795,15.530,0.494,9.823,17.891,12.351,17.735,0.360
4.4414,22.943,1.123,32.534,-27.535,-14.804,-30.011,3.697,3.357,39.289,32.448,-29.411,-19.435,22.291,-2.910,13.719,12.499,9.233,22.632,-3.415
4.4453,18.693,8.674,27.628,-28.800,-7.708,-28.866,-1.089,3.900,36.174,41.411,-31.351,-17.011,25.277,-3.371,19.222,4.587,6.939,24.281,-4.781
4.4492,16.238,12.459,23.127,-27.376,-1.480,-22.470,-6.844,1.990,33.197,47.441,-33.861,-13.957,22.189,-5.795,20.615,-1.991,3.982,25.572,-4.709
4.4531,9.791,16.558,14.833,-28.248,6.134,-17.991,-9.139,-1.858,30.229,51.011,-33.871,-7.758,21.361,-5.039,21.691,-7.488,1.779,28.570,-2.378
4.4570,5.046,21.197,9.269,-24.114,10.210,-10.303,-13.435,-4.076,25.499,50.958,-30.948,-4.082,15.993,-4.300,19.085,-9.840,0.333,25.247,-1.148
4.4609,-0.950,27.221,2.484,-18.714,11.908,-4.260,-11.798,-0.843,16.789,50.146,-24.652,2.644,8.924,-6.130,18.334,-9.244,-0.074,21.163,-3.164
4.4648,-8.132,29.165,-2.991,-9.566,10.560,5.600,-10.852,-3.915,5.756,45.006,-20.495,7.388,5.050,-5.475,13.560,-12.237,0.642,15.519,-1.726
4.4688,-15.316,29.356,-6.774,-3.799,13.830,11.283,-7.446,-6.612,-3.652,37.911,-18.679,6.862,2.340,-7.725,12.707,-18.332,1.992,5.197,-3.265
4.4727,-18.408,26.831,-11.791,4.596,16.872,18.871,-6.262,-13.119,-13.408,24.919,-14.294,8.740,-1.372,-9.353,7.435,-19.908,3.748,-3.805,-1.654
4.4766,-19.670,22.049,-15.491,4.720,20.407,21.642,-6.683,-19.237,-20.014,12.424,-9.532,8.312,-9.738,-5.957,-0.749,-18.137,7.191,-10.640,0.430
4.4805,-22.168,17.842,-16.185,6.897,24.874,25.501,-4.453,-24.857,-24.355,0.870,-2.472,8.299,-18.805,-4.035,-8.606,-15.851,5.253,-19.914,0.993
4.4844,-22.563,11.209,-15.631,7.917,24.102,26.344,-2.887,-26.702,-27.869,-13.118,2.804,7.457,-28.628,-2.300,-16.443,-16.198,7.670,-23.333,2.503
4.4883,-20.920,7.221,-13.292,9.294,25.418,24.813,-1.334,-22.354,-30.976,-25.084,6.892,2.753,-41.424,-1.902,-20.587,-12.943,9.605,-27.622,1.945
4.4922,-15.937,-2.872,-14.496,13.641,24.438,20.829,0.011,-20.352,-29.543,-35.691,7.829,-4.573,-45.742,-3.826,-19.661,-15.245,8.401,-29.744,6.589
